"source_taxon_name","source_taxon_path","source_taxon_path_ids","source_specimen_life_stage_id","source_specimen_life_stage","source_specimen_physiological_state_id","source_specimen_physiological_state","source_specimen_body_part_id","source_specimen_body_part","source_specimen_sex_id","source_specimen_sex","interaction_type","target_taxon_name","target_taxon_path","target_taxon_path_ids","target_specimen_life_stage_id","target_specimen_life_stage","target_specimen_physiological_state_id","target_specimen_physiological_state","target_specimen_body_part_id","target_specimen_body_part","target_specimen_sex_id","target_specimen_sex","latitude","longitude","study_citation","study_url","study_source_citation"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"interactsWith","Conuropsis carolinensis","Animalia | Chordata | Aves | Psittaciformes | Psittacidae | Conuropsis | Conuropsis carolinensis","EOL:1 | EOL:694 | EOL:695 | EOL:1590 | EOL:1591 | EOL:13917 | EOL_V2:1047280",,,,,,,,,,,"A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 26 Oct 2020.","associations_all_revised.txt","A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining."
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"interactsWith","Podosphaera fusca","Fungi | Ascomycota | Leotiomycetes | Erysiphales | Erysiphaceae | Podosphaera | Podosphaera fusca","EOL:5559 | EOL:5577 | EOL:2861056 | EOL:5623 | EOL:5624 | EOL:21115 | EOL:985688",,,,,,,,,,,"A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 26 Oct 2020.","associations_all_revised.txt","A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining."
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"interactsWith","Xanthium strumarium","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium strumarium","GBIF:6 | GBIF:7707728 | GBIF:220 | GBIF:414 | GBIF:3065 | GBIF:3089139 | GBIF:3089154",,,,,,,,,,,"A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 26 Oct 2020.","associations_all_revised.txt","A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining."
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hostOf","Puccinia xanthii","Fungi | Basidiomycota | Pucciniomycetes | Pucciniales | Pucciniaceae | Puccinia | Puccinia xanthii","GBIF:5 | GBIF:34 | GBIF:270 | GBIF:1126 | GBIF:3251 | GBIF:2513570 | GBIF:2515420",,,,,,,,,,,"Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org. Accessed at <https://github.com/globalbioticinteractions/mycoportal/archive/375a26416ad05b5397dc6e525b3d0f1df94e0cc2.zip> on 26 Oct 2020.","tmp_host_info-20200902.csv.gz","Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hostOf","Puccinia xanthii","Fungi | Basidiomycota | Pucciniomycetes | Pucciniales | Pucciniaceae | Puccinia | Puccinia xanthii","GBIF:5 | GBIF:34 | GBIF:270 | GBIF:1126 | GBIF:3251 | GBIF:2513570 | GBIF:2515420",,,,,,,,,,,"Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org. Accessed at <https://github.com/globalbioticinteractions/mycoportal/archive/375a26416ad05b5397dc6e525b3d0f1df94e0cc2.zip> on 26 Oct 2020.","tmp_host_info-20200902.csv.gz","Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hostOf","Puccinia xanthii","Fungi | Basidiomycota | Pucciniomycetes | Pucciniales | Pucciniaceae | Puccinia | Puccinia xanthii","GBIF:5 | GBIF:34 | GBIF:270 | GBIF:1126 | GBIF:3251 | GBIF:2513570 | GBIF:2515420",,,,,,,,,,,"Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org. Accessed at <https://github.com/globalbioticinteractions/mycoportal/archive/375a26416ad05b5397dc6e525b3d0f1df94e0cc2.zip> on 26 Oct 2020.","tmp_host_info-20200902.csv.gz","Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hostOf","Puccinia xanthii","Fungi | Basidiomycota | Pucciniomycetes | Pucciniales | Pucciniaceae | Puccinia | Puccinia xanthii","GBIF:5 | GBIF:34 | GBIF:270 | GBIF:1126 | GBIF:3251 | GBIF:2513570 | GBIF:2515420",,,,,,,,,,,"Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org. Accessed at <https://github.com/globalbioticinteractions/mycoportal/archive/375a26416ad05b5397dc6e525b3d0f1df94e0cc2.zip> on 26 Oct 2020.","tmp_host_info-20200902.csv.gz","Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hostOf","Puccinia xanthii","Fungi | Basidiomycota | Pucciniomycetes | Pucciniales | Pucciniaceae | Puccinia | Puccinia xanthii","GBIF:5 | GBIF:34 | GBIF:270 | GBIF:1126 | GBIF:3251 | GBIF:2513570 | GBIF:2515420",,,,,,,,,,,"Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org. Accessed at <https://github.com/globalbioticinteractions/mycoportal/archive/375a26416ad05b5397dc6e525b3d0f1df94e0cc2.zip> on 26 Oct 2020.","tmp_host_info-20200902.csv.gz","Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hostOf","Puccinia xanthii","Fungi | Basidiomycota | Pucciniomycetes | Pucciniales | Pucciniaceae | Puccinia | Puccinia xanthii","GBIF:5 | GBIF:34 | GBIF:270 | GBIF:1126 | GBIF:3251 | GBIF:2513570 | GBIF:2515420",,,,,,,,,,,"Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org. Accessed at <https://github.com/globalbioticinteractions/mycoportal/archive/375a26416ad05b5397dc6e525b3d0f1df94e0cc2.zip> on 26 Oct 2020.","tmp_host_info-20200902.csv.gz","Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hasParasite","Encarsia formosa","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Aphelinidae | Encarsia | Encarsia formosa","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:692 | EOL:737 | EOL:14034 | EOL:845249",,,,,,,,,,,"SchmidPo2007b via Universal Chalcidoidea Database","https://data.nhm.ac.uk/dataset/82e807f0-6273-4f19-be0a-7f7558442a25/resource/f84ad9f1-bd0c-4811-8108-8dcd83f224a4/download/nhminteractionsbank.csv","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hasParasite","Encarsia pergandiella","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Aphelinidae | Encarsia | Encarsia pergandiella","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:692 | EOL:737 | EOL:14034 | EOL:844824",,,,,,,,,,,"SchmidPo2007b via Universal Chalcidoidea Database","https://data.nhm.ac.uk/dataset/82e807f0-6273-4f19-be0a-7f7558442a25/resource/f84ad9f1-bd0c-4811-8108-8dcd83f224a4/download/nhminteractionsbank.csv","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hasParasite","Encarsia sophia","Animalia | Arthropoda | Insecta | Hymenoptera | Aphelinidae | Encarsia | Encarsia sophia","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:5503 | GBIF:1365255 | GBIF:1365395",,,,,,,,,,,"SchmidPo2007b via Universal Chalcidoidea Database","https://data.nhm.ac.uk/dataset/82e807f0-6273-4f19-be0a-7f7558442a25/resource/f84ad9f1-bd0c-4811-8108-8dcd83f224a4/download/nhminteractionsbank.csv","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hasParasite","Eretmocerus","Animalia | Arthropoda | Insecta | Hymenoptera | Aphelinidae | Eretmocerus","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:5503 | GBIF:1365769",,,,,,,,,,,"CarverRe996 via Universal Chalcidoidea Database","https://data.nhm.ac.uk/dataset/82e807f0-6273-4f19-be0a-7f7558442a25/resource/f84ad9f1-bd0c-4811-8108-8dcd83f224a4/download/nhminteractionsbank.csv","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hasParasite","Encarsia","Animalia | Arthropoda | Insecta | Hymenoptera | Aphelinidae | Encarsia","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:5503 | GBIF:1365255",,,,,,,,,,,"CarverRe996 via Universal Chalcidoidea Database","https://data.nhm.ac.uk/dataset/82e807f0-6273-4f19-be0a-7f7558442a25/resource/f84ad9f1-bd0c-4811-8108-8dcd83f224a4/download/nhminteractionsbank.csv","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hasParasite","Marietta","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Aphelinidae | Marietta","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:692 | EOL:737 | EOL:32250",,,,,,,,,,,"AttiaAw2016 via Universal Chalcidoidea Database","https://data.nhm.ac.uk/dataset/82e807f0-6273-4f19-be0a-7f7558442a25/resource/f84ad9f1-bd0c-4811-8108-8dcd83f224a4/download/nhminteractionsbank.csv","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hasParasite","Chartocerus dactylopii","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Signiphoridae | Chartocerus | Chartocerus dactylopii","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:692 | EOL:693 | EOL:32261 | EOL:847842",,,,,,,,,,,"AttiaAw2016 via Universal Chalcidoidea Database","https://data.nhm.ac.uk/dataset/82e807f0-6273-4f19-be0a-7f7558442a25/resource/f84ad9f1-bd0c-4811-8108-8dcd83f224a4/download/nhminteractionsbank.csv","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hasParasite","Acerophagus gutierreziae","Animalia | Arthropoda | Insecta | Hymenoptera | Encyrtidae | Acerophagus | Acerophagus gutierreziae","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:9440 | GBIF:1373052 | GBIF:1373070",,,,,,,,,,,"AttiaAw2016 via Universal Chalcidoidea Database","https://data.nhm.ac.uk/dataset/82e807f0-6273-4f19-be0a-7f7558442a25/resource/f84ad9f1-bd0c-4811-8108-8dcd83f224a4/download/nhminteractionsbank.csv","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hasParasite","Encarsia pergandiella","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Aphelinidae | Encarsia | Encarsia pergandiella","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:692 | EOL:737 | EOL:14034 | EOL:844824",,,,,,,,,,,"SchmidNaDe2001 via Universal Chalcidoidea Database","https://data.nhm.ac.uk/dataset/82e807f0-6273-4f19-be0a-7f7558442a25/resource/f84ad9f1-bd0c-4811-8108-8dcd83f224a4/download/nhminteractionsbank.csv","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hasParasite","Encarsia sophia","Animalia | Arthropoda | Insecta | Hymenoptera | Aphelinidae | Encarsia | Encarsia sophia","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:5503 | GBIF:1365255 | GBIF:1365395",,,,,,,,,,,"SchmidNaDe2001 via Universal Chalcidoidea Database","https://data.nhm.ac.uk/dataset/82e807f0-6273-4f19-be0a-7f7558442a25/resource/f84ad9f1-bd0c-4811-8108-8dcd83f224a4/download/nhminteractionsbank.csv","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767"
"Xanthium pungens","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Xanthium | Xanthium pungens","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL_V2:38875 | EOL:503172",,,,,,,,,"hasParasite","Encarsia formosa","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Aphelinidae | Encarsia | Encarsia formosa","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:692 | EOL:737 | EOL:14034 | EOL:845249",,,,,,,,,,,"SchmidNaDe2001 via Universal Chalcidoidea Database","https://data.nhm.ac.uk/dataset/82e807f0-6273-4f19-be0a-7f7558442a25/resource/f84ad9f1-bd0c-4811-8108-8dcd83f224a4/download/nhminteractionsbank.csv","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767"
